Player,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Player-additional,Rnd,Pick,Tm,Pos,Age,To,1st_Team_AllPro,Pro_Bowl,Years_As_Starter,Weighted_Aprox_Value,DrAV,G,Pass_Completed,Pass_Attempts,Pass_Yards,Pass_TDs,Interceptions_Thrown,Rush_Attempts,Rush_Yards,Rush_TDs,Receptions,Receiving_Yards,Receiving_Touchdowns,Solo_Tackles,Interceptions,Sack,-9999
Percy Butler,6-0,194,4.36,31.5,,123.0,,,ButlPe00,4,113,WAS,S,22,2022.0,0,0,0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,ButlPe00
Grant Calcaterra,6-4,241,4.62,,20.0,,,,CalcGr00,6,198,PHI,TE,23,2022.0,0,0,0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,81.0,0.0,,,,CalcGr00
Jake Camarda,6-1,193,4.56,,,,,,CamaJa00,4,133,TAM,P,23,2022.0,0,0,1,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,CamaJa00
Chance Campbell,6-2,232,4.57,39.5,,127.0,,,CampCh02,6,219,TEN,LB,22,,0,0,0,,,,,,,,,,,,,,,,,,CampCh02
Ja'Tyre Carter,6-3,311,5.13,30.0,,108.0,7.84,4.9,CartJa04,7,226,CHI,OL,23,2022.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CartJa04
Zachary Carter,6-4,282,4.99,27.5,19.0,110.0,,,CartZa00,3,95,CIN,DE,23,2022.0,0,0,1,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.5,CartZa00
Tariq Castro-Fields,6-1,197,4.38,,,,,,CastTa00,6,221,SFO,CB,23,2022.0,0,0,0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CastTa00
Leo Chenal,6-3,250,4.53,40.5,,128.0,,,ChenLe00,3,103,KAN,LB,21,2022.0,0,0,0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,1.0,ChenLe00
Lewis Cine,6-2,199,4.37,36.5,,133.0,,,CineLe00,1,32,MIN,DB,22,2022.0,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CineLe00
Damone Clark,6-3,239,4.57,36.5,,127.0,7.12,,ClarDa02,5,176,DAL,LB,22,2022.0,0,0,0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,,,ClarDa02
Micheal Clemons,6-5,263,,,24.0,116.0,,,ClemMi03,4,117,NYJ,DT,25,2022.0,0,0,0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,2.5,ClemMi03
Snoop Conner,5-10,222,4.59,29.5,25.0,118.0,,,ConnSn00,5,154,JAX,RB,22,2022.0,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,42.0,1.0,0.0,0.0,0.0,1.0,,,ConnSn00
Bryan Cook,6-1,206,,,,,,,CookBr02,2,62,KAN,S,23,2022.0,0,0,0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,1.0,CookBr02
James Cook,5-11,199,4.42,33.0,,124.0,,,CookJa01,2,63,BUF,RB,22,2022.0,0,0,0,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,89.0,507.0,2.0,21.0,180.0,1.0,1.0,,,CookJa01
Matt Corral,6-2,212,,,,,,,CorrMa00,3,94,CAR,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,CorrMa00
Charles Cross,6-5,307,4.95,26.0,,112.0,7.88,4.61,CrosCh00,1,9,SEA,OL,21,2022.0,0,0,1,9.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CrosCh00
Nick Cross,6-0,212,4.34,37.0,,130.0,,,CrosNi00,3,96,IND,DB,20,2022.0,0,0,0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,CrosNi00
Jordan Davis,6-6,341,4.78,32.0,,123.0,,,DaviJo03,1,13,PHI,DT,22,2022.0,0,0,0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,DaviJo03
Kalia Davis,6-1,302,,,,,,,DaviKa01,6,220,SFO,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,DaviKa01
Tyrion Davis-Price,6-0,211,4.48,30.0,,117.0,,,DaviTy03,3,93,SFO,RB,21,2022.0,0,0,0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,34.0,99.0,0.0,0.0,0.0,0.0,,,,DaviTy03
Nakobe Dean,5-11,229,,,,,,,DeanNa00,3,83,PHI,LB,21,2022.0,0,0,0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,,DeanNa00
Dawson Deaton,6-6,306,5.12,29.0,24.0,108.0,7.52,4.49,DeatDa00,7,246,CLE,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,DeatDa00
Austin Deculus,6-5,321,5.08,28.5,,109.0,,4.99,DecuAu00,6,205,HOU,T,23,2022.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,DecuAu00
Jahan Dotson,5-11,178,4.43,36.0,,121.0,7.28,,DotsJa00,1,16,WAS,WR,22,2022.0,0,0,1,4.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,-7.0,0.0,35.0,523.0,7.0,2.0,,,DotsJa00
Romeo Doubs,6-2,201,,,,,,,DoubRo00,4,132,GNB,WR,22,2022.0,0,0,0,4.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,42.0,425.0,3.0,,,,DoubRo00
Greg Dulcich,6-4,243,4.69,34.0,16.0,122.0,7.05,4.37,DulcGr00,3,80,DEN,TE,22,2022.0,0,0,0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,411.0,2.0,,,,DulcGr00
Cobie Durant,5-10,180,4.38,,,,,,DuraDe01,4,142,LAR,DB,24,2022.0,0,0,0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,DuraDe01
Arnold Ebiketie,6-2,250,,38.0,21.0,128.0,,,EbikAr00,2,38,ATL,DE,23,2022.0,0,0,0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,2.5,EbikAr00
Trestan Ebner,5-11,206,4.43,30.0,,,,,EbneTr00,6,203,CHI,RB,23,2022.0,0,0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,24.0,54.0,0.0,2.0,8.0,0.0,3.0,,,EbneTr00
Ikem Ekwonu,6-4,310,4.93,29.0,,108.0,7.82,4.73,EkwoIk00,1,6,CAR,T,21,2022.0,0,0,1,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,EkwoIk00
Kaiir Elam,6-2,191,4.39,,,,,,ElamKa00,1,23,BUF,CB,21,2022.0,0,0,0,3.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,,ElamKa00
Martin Emerson,6-2,201,4.53,,,,,,EmerMa00,3,68,CLE,CB,21,2022.0,0,0,0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,,1.0,EmerMa00
Kingsley Enagbare,6-4,258,4.87,36.5,,117.0,,,EnagKi00,5,179,GNB,DE,22,2022.0,0,0,0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,3.0,EnagKi00
Akayleb Evans,6-2,197,4.46,36.0,,129.0,,,EvanAk00,4,118,MIN,DB,23,2022.0,0,0,0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,,EvanAk00
Joshua Ezeudu,6-4,308,5.19,28.5,,105.0,7.83,4.56,EzeuJo00,3,67,NYG,OL,22,2022.0,0,0,0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,EzeuJo00
Erik Ezukanma,6-2,209,,36.5,,126.0,,4.38,EzukEr00,4,125,MIA,WR,22,2022.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,EzukEr00
Daniel Faalele,6-8,384,,,24.0,,,,FaalDa00,4,110,BAL,T,22,2022.0,0,0,0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,FaalDa00
Neil Farrell,6-4,330,5.41,21.5,,,8.41,,FarrNe00,4,126,LVR,DT,23,2022.0,0,0,0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,FarrNe00
Jake Ferguson,6-5,250,4.81,31.5,15.0,118.0,7.03,4.48,FergJa00,4,129,DAL,TE,23,2022.0,0,0,0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,174.0,2.0,1.0,,,FergJa00
Cordale Flott,6-1,175,,,,,,,FlotCo00,3,81,NYG,CB,21,2022.0,0,0,0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,FlotCo00
Jerome Ford,5-11,210,4.46,31.0,,118.0,,,FordJe00,5,156,CLE,RB,22,2022.0,0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,,,FordJe00
Jonathan Ford,6-5,333,,29.0,,102.0,,,FordJo00,7,234,GNB,DT,23,,0,0,0,,,,,,,,,,,,,,,,,,FordJo00
Luke Fortner,6-4,307,5.21,24.0,,102.0,7.75,4.95,FortLu01,3,65,JAX,G,24,2022.0,0,0,1,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,FortLu01
Trenton Gill,6-4,220,,,,,,,GillTr01,7,255,CHI,P,23,2022.0,0,0,1,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,GillTr01
Luke Goedeke,6-5,312,,,26.0,,,,GoedLu00,2,57,TAM,OL,23,2022.0,0,0,0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,GoedLu00
Kyler Gordon,6-0,194,4.52,,,,,,GordKy00,2,39,CHI,CB,22,2022.0,0,0,1,4.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,3.0,,GordKy00
Danny Gray,6-0,186,4.33,34.0,,126.0,,,GrayDa02,3,105,SFO,WR,23,2022.0,0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,10.0,0.0,,,,GrayDa02
Kenyon Green,6-4,323,5.24,26.0,20.0,102.0,,5.12,GreeKe03,1,15,HOU,OL,21,2022.0,0,0,1,5.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,GreeKe03
Breece Hall,5-11,217,4.39,40.0,,126.0,,,HallBr03,2,36,NYJ,RB,21,2022.0,0,0,0,4.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,80.0,463.0,4.0,19.0,218.0,1.0,1.0,,,HallBr03
Logan Hall,6-6,283,4.88,30.0,,,7.25,4.44,HallLo00,2,33,TAM,DE,22,2022.0,0,0,0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,2.5,HallLo00
Kyle Hamilton,6-4,220,4.59,38.0,,131.0,6.9,4.32,HamiKy00,1,14,BAL,S,21,2022.0,0,0,0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,,2.0,HamiKy00
Christian Harris,6-1,226,4.44,34.5,,132.0,,,HarrCh06,3,75,HOU,LB,21,2022.0,0,0,1,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,HarrCh06
Kevin Harris,5-10,221,,38.5,21.0,126.0,,,HarrKe01,6,183,NWE,RB,21,2022.0,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,52.0,1.0,0.0,0.0,0.0,,,,HarrKe01
Hassan Haskins,6-2,228,,,27.0,,,,HaskHa00,4,131,TEN,RB,22,2022.0,0,0,0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,25.0,93.0,0.0,11.0,57.0,0.0,9.0,,,HaskHa00
Marquis Hayes,6-5,318,5.3,23.5,,102.0,,,HayeMa00,7,257,ARI,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,HayeMa00
Connor Heyward,5-11,233,4.72,32.5,,,,,HeywCo00,6,208,PIT,TE,23,2022.0,0,0,0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,12.0,151.0,1.0,3.0,,,HeywCo00
Daxton Hill,6-0,191,4.38,33.5,,121.0,6.57,4.06,HillDa04,1,31,CIN,DB,21,2022.0,0,0,0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,HillDa04
Chasen Hines,6-3,327,5.22,30.5,,108.0,,,HineCh00,6,210,NWE,G,22,,0,0,0,,,,,,,,,,,,,,,,,,HineCh00
Sam Howell,6-1,218,,,,,,,HoweSa00,5,144,WAS,QB,21,2022.0,0,0,0,1.0,1.0,1.0,11.0,19.0,169.0,1.0,1.0,5.0,35.0,1.0,0.0,0.0,0.0,,,,HoweSa00
Aidan Hutchinson,6-7,260,4.74,36.0,,117.0,6.73,4.15,HutcAi00,1,2,DET,DE,22,2022.0,0,0,1,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,3.0,9.5,HutcAi00
Jermaine Johnson II,6-5,254,4.58,32.0,,125.0,,,JohnJe07,1,26,NYJ,LB,23,2022.0,0,0,0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,2.5,JohnJe07
Ed Ingram,6-3,307,5.02,20.5,,102.0,7.81,4.76,IngrEd00,2,59,MIN,G,23,2022.0,0,0,1,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,IngrEd00
Keaontay Ingram,6-0,221,4.53,34.5,,122.0,,,IngrKe01,6,201,ARI,RB,22,2022.0,0,0,0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,27.0,60.0,1.0,4.0,21.0,0.0,1.0,,,IngrKe01
D'Marco Jackson,6-1,233,4.55,33.0,,125.0,,,JackDM00,5,161,NOR,LB,24,,0,0,0,,,,,,,,,,,,,,,,,,JackDM00
Drake Jackson,6-3,254,,36.5,,127.0,,,JackDr01,2,61,SFO,OLB,21,2022.0,0,0,0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,JackDr01
Jordan Jackson,6-5,294,,,,,,,JackJo06,6,194,NOR,DT,24,,0,0,0,,,,,,,,,,,,,,,,,,JackJo06
Zion Johnson,6-3,312,5.18,32.0,32.0,112.0,7.38,4.46,JohnZi00,1,17,LAC,G,22,2022.0,0,0,1,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,JohnZi00
Braxton Jones,6-5,310,4.97,25.5,,108.0,,4.84,JoneBr08,5,168,CHI,OL,23,2022.0,0,0,1,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,JoneBr08
Jack Jones,5-11,171,4.51,,,,,,JoneJa10,4,121,NWE,DB,24,2022.0,0,0,0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,,JoneJa10
Marcus Jones,5-8,174,,,,,,,JoneMa06,3,85,NWE,CB,23,2022.0,1,0,0,10.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78.0,1.0,34.0,2.0,,JoneMa06
Travis Jones,6-4,325,4.92,28.5,,110.0,7.33,4.58,JoneTr00,3,76,BAL,DT,22,2022.0,0,0,0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,,1.0,JoneTr00
Kerby Joseph,6-1,203,,38.5,18.0,123.0,,,JoseKe03,3,97,DET,DB,21,2022.0,0,0,1,5.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,4.0,,JoseKe03
Derion Kendrick,6-0,194,,,,,,,KendDe00,6,212,LAR,DB,22,2022.0,0,0,0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,,,KendDe00
Darian Kinnard,6-5,322,5.31,25.0,,99.0,8.11,4.96,KinnDa00,5,145,KAN,T,22,2022.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,KinnDa00
Charlie Kolar,6-7,252,,,,,,,KolaCh00,4,128,BAL,TE,23,2022.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,0.0,,,,KolaCh00
Quentin Lake,6-1,201,4.59,,,,,,LakeQu00,6,211,LAR,DB,23,2022.0,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,1.0,LakeQu00
DeMarvin Leal,6-4,283,5.0,27.5,,106.0,,4.49,LealDe00,3,84,PIT,DT,22,2022.0,0,0,0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,,LealDe00
Isaiah Likely,6-5,245,,36.0,,,,4.57,LikeIs00,4,139,BAL,TE,22,2022.0,0,0,0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,373.0,3.0,1.0,,,LikeIs00
Tyler Linderbaum,6-2,296,,,,,,,LindTy00,1,25,BAL,OL,22,2022.0,0,0,1,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LindTy00
Devin Lloyd,6-3,237,4.66,35.0,25.0,126.0,,,LloyDe00,1,27,JAX,LB,23,2022.0,0,0,1,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,,LloyDe00
Drake London,6-4,219,,,,,,,LondDr00,1,8,ATL,WR,21,2022.0,0,0,1,9.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,866.0,4.0,2.0,,,LondDr00
Vederian Lowe,6-5,314,5.22,25.5,,99.0,7.83,4.71,LoweVe00,6,184,MIN,OL,23,2022.0,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LoweVe00
Abraham Lucas,6-6,315,4.92,27.0,24.0,107.0,7.25,4.4,LucaAb00,3,72,SEA,OL,23,2022.0,0,0,1,9.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,LucaAb00
Chase Lucas,5-11,180,4.48,39.0,,128.0,,,LucaCh01,7,237,DET,DB,25,2022.0,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,LucaCh01
Jesse Luketa,6-3,253,4.89,37.5,,114.0,,,LukeJe00,7,256,ARI,LB,23,2022.0,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,LukeJe00
Boye Mafe,6-4,261,4.53,38.0,,125.0,,,MafeBo00,2,40,SEA,DE,23,2022.0,0,0,0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,3.0,MafeBo00
DeAngelo Malone,6-3,243,,,23.0,,,,MaloDe00,3,82,ATL,DE,23,2022.0,0,0,0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,1.0,MaloDe00
Damarri Mathis,5-11,196,4.39,,,,,,MathDa00,4,115,DEN,DB,23,2022.0,0,0,1,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,,MathDa00
Phidarian Mathis,6-4,310,,23.5,,109.0,,4.91,MathPh00,2,47,WAS,DT,24,2022.0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MathPh00
Cade Mays,6-5,311,5.24,26.0,,102.0,7.57,4.71,MaysCa00,6,199,CAR,OL,23,2022.0,0,0,0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MaysCa00
Trey McBride,6-4,246,,33.0,18.0,117.0,,,McBrTr01,2,55,ARI,TE,22,2022.0,0,0,1,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,265.0,1.0,6.0,,,McBrTr01
Zyon McCollum,6-2,199,4.33,39.5,,132.0,6.48,3.94,McCoZy02,5,157,TAM,DB,23,2022.0,0,0,0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,,McCoZy02
Roger McCreary,5-11,190,4.5,,,,,,McCrRo01,2,35,TEN,CB,22,2022.0,0,0,1,6.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,,McCrRo01
Trent McDuffie,5-11,193,4.44,,,,,,McDuTr00,1,21,KAN,CB,21,2022.0,0,0,1,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,1.0,McDuTr00
Micah McFadden,6-1,240,,,21.0,,,,McFaMi01,5,146,NYG,LB,22,2022.0,0,0,0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,,2.0,McFaMi01
Marcus McKethan,6-7,340,5.31,27.5,27.0,110.0,7.81,4.99,McKeMa01,5,173,NYG,OL,23,,0,0,0,,,,,,,,,,,,,,,,,,McKeMa01
Bo Melton,5-11,189,4.34,38.0,,121.0,6.98,,MeltBo00,7,229,SEA,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,MeltBo00
John Metchie,5-11,187,,,,,,,MetcJo00,2,44,HOU,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,MetcJo00
James Mitchell,6-4,249,,,,,,,MitcJa00,5,177,DET,TE,23,2022.0,0,0,0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,113.0,1.0,,,,MitcJa00
Max Mitchell,6-6,307,5.32,25.0,,106.0,8.09,4.65,MitcMa02,4,111,NYJ,T,22,2022.0,0,0,0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MitcMa02
Skyy Moore,5-10,195,4.41,34.5,,125.0,7.13,4.32,MoorSk01,2,54,KAN,WR,21,2022.0,0,0,0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,24.0,0.0,22.0,250.0,0.0,1.0,,,MoorSk01
Chad Muma,6-3,239,4.63,40.0,27.0,129.0,7.06,4.28,MumaCh00,3,70,JAX,LB,23,2022.0,0,0,0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,1.5,MumaCh00
Thayer Munford,6-6,328,5.39,22.0,,104.0,,,MunfTh00,7,238,LVR,OL,22,2022.0,0,0,0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,MunfTh00
Jalen Nailor,5-11,186,4.5,38.0,,128.0,7.03,4.28,NailJa00,6,191,MIN,WR,23,2022.0,0,0,0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,179.0,1.0,3.0,,,NailJa00
Evan Neal,6-8,337,,,,,,,NealEv00,1,7,NYG,OL,21,2022.0,0,0,1,6.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,NealEv00
Otito Ogbonnia,6-4,324,,,29.0,,,,OgboOt00,5,160,LAC,DT,20,2022.0,0,0,0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,,,OgboOt00
David Ojabo,6-4,250,4.55,35.0,,122.0,,4.45,OjabDa00,2,45,BAL,LB,22,2022.0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,OjabDa00
Chigoziem Okonkwo,6-3,238,4.52,35.5,,,,,OkonCh00,4,143,TEN,TE,22,2022.0,0,0,0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,32.0,450.0,3.0,5.0,,,OkonCh00
